1395ЕН10Е5Б 1395ЕН10Е1А;+25;ЮФП68.243.15760
1395ЕН10Е5Б 1395ЕН10Е1А;-60;ЮФП68.243.15761
1395ЕН10Е5Б 1395ЕН10Е1А;+125;ЮФП68.243.15762
1395ЕН10Ж5Б 1395ЕН10Ж1А;+25;ЮФП68.243.15763
1395ЕН10Ж5Б 1395ЕН10Ж1А;-60;ЮФП68.243.15764
1395ЕН10Ж5Б 1395ЕН10Ж1А;+125;ЮФП68.243.15765
1395ЕН10И5Б;+25;ЮФП68.243.15766
1395ЕН10И5Б;-60;ЮФП68.243.15767
1395ЕН10И5Б;+125;ЮФП68.243.15768
1395ЕН10К5Б;+25;ЮФП68.243.15769
1395ЕН10К5Б;-60;ЮФП68.243.15770
1395ЕН10К5Б;+125;ЮФП68.243.15771
