1395ЕР014;+25;ЮФП68.243.52424
1395ЕР015;-60;ЮФП68.243.524+25
1395ЕР015;+125;ЮФП68.243.52426
1395ЕР034;+25;ЮФП68.243.52427
1395ЕР035;-60;ЮФП68.243.52428
1395ЕР035;+125;ЮФП68.243.52429
1395ЕР051А;+25;ЮФП68.243.52430
1395ЕР055Б;-60;ЮФП68.243.52431
1395ЕР055Б;+125;ЮФП68.243.52432
1395ЕР071А;+25;ЮФП68.243.52433
1395ЕР075Б;-60;ЮФП68.243.52434
1395ЕР075Б;+125;ЮФП68.243.52435
1395ЕР091А;+25;ЮФП68.243.52436
1395ЕР095Б;-60;ЮФП68.243.52437
1395ЕР095Б;+125;ЮФП68.243.52438
1395ЕН01А4А;+25;ЮФП68.243.52439
1395ЕН01А4А;-60;ЮФП68.243.52440
1395ЕН01А4А;+125;ЮФП68.243.52441
1395ЕН01Б4А;+25;ЮФП68.243.52442
1395ЕН01Б4А;-60;ЮФП68.243.52443
1395ЕН01Б4А;+125;ЮФП68.243.52444
1395ЕН01В4А;+25;ЮФП68.243.52445
1395ЕН01В5А;-60;ЮФП68.243.52446
1395ЕН01В5А;+125;ЮФП68.243.52447
1395ЕН01Г4А;+25;ЮФП68.243.52448
1395ЕН01Г4А;-60;ЮФП68.243.52449
1395ЕН01Г4А;+125;ЮФП68.243.52450
1395ЕН01Д4А;+25;ЮФП68.243.52451
1395ЕН01Д4А;-60;ЮФП68.243.52452
1395ЕН01Д4А;+125;ЮФП68.243.52453
1395ЕН01Е4А;+25;ЮФП68.243.52454
1395ЕН01Е5А;-60;ЮФП68.243.52455
1395ЕН01Е5А;+125;ЮФП68.243.52456
1395ЕН01Ж4А;+25;ЮФП68.243.52457
1395ЕН01Ж5А;-60;ЮФП68.243.52458
1395ЕН01Ж5А;+125;ЮФП68.243.52459
1395ЕН01И4А;+25;ЮФП68.243.52460
1395ЕН01И4А;-60;ЮФП68.243.52461
1395ЕН01И4А;+125;ЮФП68.243.52462
1395ЕН02А5;+25;ЮФП68.243.52463
1395ЕН02А5;-60;ЮФП68.243.52464
1395ЕН02А5;+125;ЮФП68.243.52465
1395ЕН02Б5;+25;ЮФП68.243.52466
1395ЕН02Б5;-60;ЮФП68.243.52467
1395ЕН02Б5;+125;ЮФП68.243.52468
1395ЕН02В4;+25;ЮФП68.243.52469
1395ЕН02В5;-60;ЮФП68.243.52470
1395ЕН02В5;+125;ЮФП68.243.52471
1395ЕН02В5;+25;ЮФП68.243.52472
1395ЕН02Г5;-60;ЮФП68.243.52473
1395ЕН02Г5;+125;ЮФП68.243.52474
1395ЕН02Д5;+25;ЮФП68.243.52475
1395ЕН02Д5;-60;ЮФП68.243.52476
1395ЕН02Д5;+125;ЮФП68.243.52477
1395ЕН02Е4;+25;ЮФП68.243.52478
1395ЕН02Е5;-60;ЮФП68.243.52479
1395ЕН02Е5;+125;ЮФП68.243.52480
1395ЕН02Ж4;+25;ЮФП68.243.52481
1395ЕН02Ж5;-60;ЮФП68.243.52482
